,tagX,tagY,StartTime,Weight
541,1108,1102,1605172940,50
542,1108,1102,1605173035,7
543,1108,1102,1605173077,8
544,1108,1102,1605173188,10
545,1108,1102,1605173350,33
546,1108,1102,1605173497,2
547,1108,1102,1605173655,10
548,1109,1102,1605171972,10
549,1109,1102,1605172106,16
550,1109,1102,1605172986,4
551,1109,1102,1605173187,30
552,1201,1102,1605172986,4
553,1201,1102,1605173137,11
554,1201,1102,1605173257,10
555,1201,1102,1605173390,10
556,1202,1102,1605172916,8
557,1203,1102,1605172637,15
558,1203,1102,1605172796,7
559,1203,1102,1605173100,5
560,1203,1102,1605173581,33
561,901,1103,1605172941,7
562,901,1103,1605173046,36
563,901,1103,1605173132,7
564,901,1103,1605173320,6
565,901,1103,1605173482,2
566,901,1103,1605173648,18
567,1001,1103,1605173455,2
568,1001,1103,1605173504,1
569,1002,1103,1605172715,8
570,1004,1103,1605172672,10
571,1004,1103,1605172986,4
572,1004,1103,1605173047,10
573,1004,1103,1605173221,7
574,1005,1103,1605172920,8
575,1101,1103,1605171968,15
576,1101,1103,1605172104,18
577,1101,1103,1605173038,4
578,1102,1103,1605171969,18
579,1102,1103,1605172104,20
580,1102,1103,1605172944,11
581,1104,1103,1605171969,15
582,1104,1103,1605172104,17
583,1105,1103,1605171970,10
584,1105,1103,1605172107,15
585,1106,1103,1605171966,21
586,1106,1103,1605172104,16
587,1107,1103,1605171969,19
588,1107,1103,1605172105,16
589,1108,1103,1605171969,17
590,1108,1103,1605172107,19
591,1108,1103,1605173261,4
592,1108,1103,1605173497,2
593,1108,1103,1605173587,8
594,1108,1103,1605173656,10
595,1109,1103,1605171969,14
596,1109,1103,1605172104,20
597,1109,1103,1605173038,9
598,1202,1103,1605173655,8
599,1203,1103,1605172568,192
600,1203,1103,1605172807,208
601,1203,1103,1605173055,150
602,1203,1103,1605173247,109
603,1203,1103,1605173440,1
604,1203,1103,1605173510,157
605,1004,1104,1605172633,10
606,1005,1104,1605173766,10
607,1101,1104,1605171970,15
608,1101,1104,1605172108,16
609,1102,1104,1605171972,13
610,1102,1104,1605172102,19
611,1103,1104,1605171969,15
612,1103,1104,1605172104,17
613,1105,1104,1605171974,10
614,1105,1104,1605172104,20
615,1105,1104,1605172490,10
616,1105,1104,1605172541,10
617,1105,1104,1605172699,23
618,1105,1104,1605172981,251
619,1105,1104,1605173271,218
620,1105,1104,1605173528,33
621,1105,1104,1605173621,16
622,1105,1104,1605173672,21
623,1106,1104,1605171970,12
624,1106,1104,1605172106,17
625,1107,1104,1605171973,14
626,1107,1104,1605172102,22
627,1108,1104,1605171971,14
628,1108,1104,1605172110,12
629,1109,1104,1605171972,12
630,1109,1104,1605172108,16
631,1101,1105,1605171968,20
632,1101,1105,1605172105,10
633,1102,1105,1605171970,13
634,1102,1105,1605172105,17
635,1103,1105,1605171970,10
636,1103,1105,1605172107,15
637,1104,1105,1605171974,10
638,1104,1105,1605172104,20
639,1104,1105,1605172490,10
640,1104,1105,1605172541,10
641,1104,1105,1605172699,23
642,1104,1105,1605172981,251
643,1104,1105,1605173271,218
644,1104,1105,1605173528,33
645,1104,1105,1605173621,16
646,1104,1105,1605173672,21
647,1106,1105,1605171970,16
648,1106,1105,1605172104,19
649,1107,1105,1605171970,18
650,1107,1105,1605172102,22
651,1108,1105,1605171969,14
652,1108,1105,1605172102,22
653,1109,1105,1605171969,19
654,1109,1105,1605172107,10
655,901,1106,1605172986,4
656,901,1106,1605173077,8
657,901,1106,1605173262,10
658,901,1106,1605173473,10
659,901,1106,1605173525,10
660,1004,1106,1605173077,8
661,1004,1106,1605173356,10
662,1004,1106,1605173674,2
663,1101,1106,1605171965,21
664,1101,1106,1605172102,24
665,1102,1106,1605171965,22
666,1102,1106,1605172105,18
667,1102,1106,1605172717,9
668,1102,1106,1605173271,10
669,1102,1106,1605173540,7
670,1103,1106,1605171966,21
671,1103,1106,1605172104,16
672,1104,1106,1605171970,12
673,1104,1106,1605172106,17
674,1105,1106,1605171970,16
675,1105,1106,1605172104,19
676,1107,1106,1605171965,26
677,1107,1106,1605172103,21
678,1107,1106,1605172678,10
679,1107,1106,1605173170,8
680,1107,1106,1605173497,2
681,1108,1106,1605171968,18
682,1108,1106,1605172107,14
683,1108,1106,1605172451,10
684,1108,1106,1605172596,10
685,1108,1106,1605172681,54
686,1108,1106,1605172908,52
687,1108,1106,1605173046,5
688,1108,1106,1605173215,8
689,1108,1106,1605173323,12
690,1108,1106,1605173593,25
691,1108,1106,1605173657,10
692,1109,1106,1605171970,16
693,1109,1106,1605172104,20
694,1109,1106,1605172580,10
695,1109,1106,1605172678,10
696,1109,1106,1605173095,9
697,1201,1106,1605173238,3
698,1202,1106,1605173546,8
699,901,1107,1605172763,34
700,901,1107,1605172886,7
701,901,1107,1605172974,6
702,901,1107,1605173080,5
703,901,1107,1605173170,8
704,901,1107,1605173306,7
705,901,1107,1605173392,41
706,901,1107,1605173497,8
707,901,1107,1605173581,63
708,1004,1107,1605172758,10
709,1004,1107,1605172954,9
710,1004,1107,1605173077,8
711,1004,1107,1605173194,10
712,1004,1107,1605173261,28
713,1004,1107,1605173360,90
714,1004,1107,1605173518,17
715,1004,1107,1605173581,33
716,1005,1107,1605173282,1
717,1101,1107,1605171967,24
718,1101,1107,1605172106,16
719,1101,1107,1605172826,10
720,1101,1107,1605173386,34
721,1102,1107,1605171970,20
722,1102,1107,1605172108,15
723,1102,1107,1605172799,31
724,1102,1107,1605172869,9
725,1102,1107,1605173095,9
726,1102,1107,1605173170,48
727,1102,1107,1605173562,5
728,1103,1107,1605171969,19
729,1103,1107,1605172105,16
730,1104,1107,1605171973,14
731,1104,1107,1605172102,22
732,1105,1107,1605171970,18
733,1105,1107,1605172102,22
734,1106,1107,1605171965,26
735,1106,1107,1605172103,21
736,1106,1107,1605172678,10
737,1106,1107,1605173170,8
738,1106,1107,1605173497,2
739,1108,1107,1605171969,22
740,1108,1107,1605172103,16
741,1108,1107,1605172645,155
742,1108,1107,1605172894,10
743,1108,1107,1605173063,30
744,1108,1107,1605173384,10
745,1108,1107,1605173497,8
746,1108,1107,1605173552,15
747,1109,1107,1605171969,17
748,1109,1107,1605172106,17
749,1109,1107,1605172645,10
750,1109,1107,1605172785,16
751,1109,1107,1605172914,11
752,1109,1107,1605173080,5
753,1109,1107,1605173191,27
754,1109,1107,1605173367,10
755,1109,1107,1605173510,10
756,1201,1107,1605172809,8
757,1201,1107,1605172964,72
758,1201,1107,1605173080,5
759,1201,1107,1605173282,19
760,1201,1107,1605173540,7
761,1202,1107,1605172826,12
762,1203,1107,1605172742,11
763,1203,1107,1605172807,7
764,1203,1107,1605172958,8
765,1203,1107,1605173035,4
766,1203,1107,1605173261,16
767,1203,1107,1605173546,1
768,901,1108,1605172666,12
769,901,1108,1605172766,7
770,901,1108,1605172807,13
771,901,1108,1605173092,4
772,901,1108,1605173382,51
773,901,1108,1605173473,17
774,901,1108,1605173572,10
775,1004,1108,1605172802,9
776,1004,1108,1605172874,17
777,1004,1108,1605172958,73
778,1004,1108,1605173092,9
779,1004,1108,1605173188,61
780,1004,1108,1605173351,78
781,1004,1108,1605173518,8
782,1004,1108,1605173594,10
783,1005,1108,1605173407,12
784,1101,1108,1605171970,16
785,1101,1108,1605172102,22
786,1101,1108,1605172667,10
787,1101,1108,1605172731,12
788,1101,1108,1605172899,53
789,1101,1108,1605173019,9
790,1101,1108,1605173329,69
791,1101,1108,1605173482,8
792,1101,1108,1605173552,5
793,1101,1108,1605173627,41
794,1102,1108,1605171970,12
795,1102,1108,1605172108,18
796,1102,1108,1605172728,9
797,1102,1108,1605172940,50
798,1102,1108,1605173035,7
799,1102,1108,1605173077,8
800,1102,1108,1605173188,10
801,1102,1108,1605173350,33
802,1102,1108,1605173497,2
803,1102,1108,1605173655,10
804,1103,1108,1605171969,17
805,1103,1108,1605172107,19
806,1103,1108,1605173261,4
807,1103,1108,1605173497,2
808,1103,1108,1605173587,8
809,1103,1108,1605173656,10
810,1104,1108,1605171971,14
811,1104,1108,1605172110,12
812,1105,1108,1605171969,14
813,1105,1108,1605172102,22
814,1106,1108,1605171968,18
815,1106,1108,1605172107,14
816,1106,1108,1605172451,10
817,1106,1108,1605172596,10
818,1106,1108,1605172681,54
819,1106,1108,1605172908,52
820,1106,1108,1605173046,5
821,1106,1108,1605173215,8
822,1106,1108,1605173323,12
823,1106,1108,1605173593,25
824,1106,1108,1605173657,10
825,1107,1108,1605171969,22
826,1107,1108,1605172103,16
827,1107,1108,1605172645,155
828,1107,1108,1605172894,10
829,1107,1108,1605173063,30
830,1107,1108,1605173384,10
831,1107,1108,1605173497,8
832,1107,1108,1605173552,15
833,1109,1108,1605171969,17
834,1109,1108,1605172109,17
835,1109,1108,1605172588,21
836,1109,1108,1605172649,10
837,1109,1108,1605172715,42
838,1109,1108,1605172951,36
839,1109,1108,1605173041,85
840,1109,1108,1605173221,2
841,1109,1108,1605173261,16
842,1109,1108,1605173332,37
843,1109,1108,1605173497,2
844,1109,1108,1605173562,5
845,1109,1108,1605173650,10
846,1201,1108,1605172979,8
847,1201,1108,1605173200,41
848,1201,1108,1605173392,9
849,1201,1108,1605173546,58
850,1202,1108,1605172986,4
851,1202,1108,1605173092,9
852,1202,1108,1605173300,7
853,1202,1108,1605173428,22
854,1202,1108,1605173518,49
855,1203,1108,1605172602,11
856,1203,1108,1605172743,10
857,1203,1108,1605172945,11
858,1203,1108,1605173035,7
859,1203,1108,1605173095,9
860,1203,1108,1605173411,11
861,1203,1108,1605173497,2
862,1203,1108,1605173546,1
863,901,1109,1605172615,13
864,901,1109,1605172986,4
865,901,1109,1605173482,2
866,901,1109,1605173573,10
867,904,1109,1605173103,45
868,1004,1109,1605172958,70
869,1004,1109,1605173077,8
870,1004,1109,1605173161,5
871,1004,1109,1605173239,10
872,1004,1109,1605173356,13
873,1004,1109,1605173449,8
874,1004,1109,1605173650,32
875,1101,1109,1605171971,13
876,1101,1109,1605172105,19
877,1101,1109,1605173612,8
878,1102,1109,1605171972,10
879,1102,1109,1605172106,16
880,1102,1109,1605172986,4
881,1102,1109,1605173187,30
882,1103,1109,1605171969,14
883,1103,1109,1605172104,20
884,1103,1109,1605173038,9
885,1104,1109,1605171972,12
886,1104,1109,1605172108,16
887,1105,1109,1605171969,19
888,1105,1109,1605172107,10
889,1106,1109,1605171970,16
890,1106,1109,1605172104,20
891,1106,1109,1605172580,10
892,1106,1109,1605172678,10
893,1106,1109,1605173095,9
894,1107,1109,1605171969,17
895,1107,1109,1605172106,17
896,1107,1109,1605172645,10
897,1107,1109,1605172785,16
898,1107,1109,1605172914,11
899,1107,1109,1605173080,5
900,1107,1109,1605173191,27
901,1107,1109,1605173367,10
902,1107,1109,1605173510,10
903,1108,1109,1605171969,17
904,1108,1109,1605172109,17
905,1108,1109,1605172588,21
906,1108,1109,1605172649,10
907,1108,1109,1605172715,42
908,1108,1109,1605172951,36
909,1108,1109,1605173041,85
910,1108,1109,1605173221,2
911,1108,1109,1605173261,16
912,1108,1109,1605173332,37
913,1108,1109,1605173497,2
914,1108,1109,1605173562,5
915,1108,1109,1605173650,10
916,1201,1109,1605173173,10
917,1201,1109,1605173282,7
918,1201,1109,1605173449,8
919,1201,1109,1605173562,1
920,1202,1109,1605172895,11
921,1202,1109,1605173165,8
922,1202,1109,1605173624,10
923,1203,1109,1605173035,4
924,1203,1109,1605173562,5
925,901,1201,1605172835,15
926,901,1201,1605173306,1
927,901,1201,1605173413,7
928,901,1201,1605173493,10
929,901,1201,1605173581,10
930,1004,1201,1605172790,7
931,1004,1201,1605172833,68
932,1004,1201,1605172969,6
933,1004,1201,1605173043,19
934,1004,1201,1605173122,82
935,1004,1201,1605173374,55
936,1004,1201,1605173495,44
937,1005,1201,1605173640,10
938,1101,1201,1605173645,10
939,1102,1201,1605172986,4
940,1102,1201,1605173137,11
941,1102,1201,1605173257,10
942,1102,1201,1605173390,10
943,1106,1201,1605173238,3
944,1107,1201,1605172809,8
945,1107,1201,1605172964,72
946,1107,1201,1605173080,5
947,1107,1201,1605173282,19
948,1107,1201,1605173540,7
949,1108,1201,1605172979,8
950,1108,1201,1605173200,41
951,1108,1201,1605173392,9
952,1108,1201,1605173546,58
953,1109,1201,1605173173,10
954,1109,1201,1605173282,7
955,1109,1201,1605173449,8
956,1109,1201,1605173562,1
957,1202,1201,1605171976,141
958,1202,1201,1605172709,14
959,1202,1201,1605173562,5
960,1203,1201,1605171974,145
961,1203,1201,1605172847,9
962,1203,1201,1605172917,7
963,1203,1201,1605173035,66
964,1203,1201,1605173546,7
965,1203,1201,1605173599,10
966,1203,1201,1605173645,10
967,901,1202,1605172810,10
968,901,1202,1605172855,17
969,901,1202,1605173084,9
970,901,1202,1605173161,10
971,901,1202,1605173306,1
972,901,1202,1605173419,14
973,901,1202,1605173655,8
974,1001,1202,1605172902,10
975,1004,1202,1605172865,48
976,1004,1202,1605172958,70
977,1004,1202,1605173161,12
978,1004,1202,1605173294,7
979,1004,1202,1605173379,14
980,1004,1202,1605173504,50
981,1004,1202,1605173593,8
982,1005,1202,1605173508,10
983,1102,1202,1605172916,8
984,1103,1202,1605173655,8
985,1106,1202,1605173546,8
986,1107,1202,1605172826,12
987,1108,1202,1605172986,4
988,1108,1202,1605173092,9
989,1108,1202,1605173300,7
990,1108,1202,1605173428,22
991,1108,1202,1605173518,49
992,1109,1202,1605172895,11
993,1109,1202,1605173165,8
994,1109,1202,1605173624,10
995,1201,1202,1605171976,141
996,1201,1202,1605172709,14
997,1201,1202,1605173562,5
998,1203,1202,1605171977,142
999,1203,1202,1605172562,32
1000,1203,1202,1605172958,7
1001,1203,1202,1605173552,11
1002,901,1203,1605172633,10
1003,901,1203,1605172781,10
1004,901,1203,1605172855,19
1005,901,1203,1605172942,10
1006,901,1203,1605173007,8
1007,901,1203,1605173063,7
1008,901,1203,1605173152,10
1009,901,1203,1605173247,7
1010,901,1203,1605173306,18
1011,901,1203,1605173428,5
1012,901,1203,1605173519,10
1013,901,1203,1605173575,10
1014,904,1203,1605172708,10
1015,904,1203,1605172818,10
1016,1002,1203,1605172706,29
1017,1002,1203,1605172790,41
1018,1004,1203,1605172672,10
1019,1004,1203,1605172781,5
1020,1004,1203,1605172877,10
1021,1004,1203,1605172927,63
1022,1004,1203,1605173077,5
1023,1004,1203,1605173161,5
1024,1004,1203,1605173363,52
1025,1004,1203,1605173587,8
1026,1004,1203,1605173644,17
1027,1005,1203,1605172706,10
1028,1005,1203,1605172783,28
1029,1005,1203,1605172855,57
1030,1005,1203,1605173020,10
1031,1005,1203,1605173282,7
1032,1101,1203,1605172916,8
1033,1101,1203,1605173247,7
1034,1101,1203,1605173449,1
1035,1101,1203,1605173510,2
1036,1101,1203,1605173655,8
1037,1102,1203,1605172637,15
1038,1102,1203,1605172796,7
1039,1102,1203,1605173100,5
1040,1102,1203,1605173581,33
1041,1103,1203,1605172568,192
1042,1103,1203,1605172807,208
1043,1103,1203,1605173055,150
1044,1103,1203,1605173247,109
1045,1103,1203,1605173440,1
1046,1103,1203,1605173510,157
1047,1107,1203,1605172742,11
1048,1107,1203,1605172807,7
1049,1107,1203,1605172958,8
1050,1107,1203,1605173035,4
1051,1107,1203,1605173261,16
1052,1107,1203,1605173546,1
1053,1108,1203,1605172602,11
1054,1108,1203,1605172743,10
1055,1108,1203,1605172945,11
1056,1108,1203,1605173035,7
1057,1108,1203,1605173095,9
1058,1108,1203,1605173411,11
1059,1108,1203,1605173497,2
1060,1108,1203,1605173546,1
1061,1109,1203,1605173035,4
1062,1109,1203,1605173562,5
1063,1201,1203,1605171974,145
1064,1201,1203,1605172847,9
1065,1201,1203,1605172917,7
1066,1201,1203,1605173035,66
1067,1201,1203,1605173546,7
1068,1201,1203,1605173599,10
1069,1201,1203,1605173645,10
1070,1202,1203,1605171977,142
1071,1202,1203,1605172562,32
1072,1202,1203,1605172958,7
1073,1202,1203,1605173552,11
